movement_id,date_id,vessel_key,vessel_id,vessel_category,terminal_id,container_count,move_duration,route_geometry,fiscal_year,quarter,month,week,shift,build_year,terminal_name,regional_hub,vessel_age,age_bucket,handling_speed,peak_season,suez_period
614,2024-12-24,Passenger_58,58,Passenger,369,806,978.6139557672914,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,12,52,Day,2005,Seth Jackson,APAC,19,Mature (16-30yr),0.8236138420568999,0,Normal
851,2021-09-30,Tanker_808,808,Tanker,371,155,215.5754446105128,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,9,39,Night,1948,Isaac Moore,EMEA,73,Old (>30yr),0.7190058231355783,1,Normal
248,2021-12-31,Container_70,70,Container,198,887,117.65558272989551,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,12,52,Day,1998,Jamie Banks,APAC,23,Mature (16-30yr),7.538953778643086,0,Normal
849,2022-04-11,Container_113,113,Container,803,954,209.8138608357324,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,4,15,Day,1986,Michael Stewart,EMEA,36,Old (>30yr),4.546887399145218,1,Normal
72,2021-01-25,Cargo_769,769,Cargo,113,871,351.503525653289,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,1,4,Night,1996,Todd Hardin,EMEA,25,Mature (16-30yr),2.477926781477363,0,Pre-Suez
227,2022-01-15,Passenger_160,160,Passenger,563,723,536.235289471322,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,1,2,Day,1940,Deborah Morgan,LATAM,82,Old (>30yr),1.3482887348067127,0,Normal
523,2021-08-29,Container_514,51,Container,506,448,980.2262357101552,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,8,34,Night,1931,Patricia Gallegos,APAC,90,Old (>30yr),0.4570373488069645,0,Normal
50,2024-06-01,Tanker_556,556,Tanker,374,204,869.8833829051061,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,6,22,Night,2013,Diamond Newman,EMEA,11,Modern (5-15yr),0.23451419352179298,0,Normal
859,2022-12-21,Passenger_536,536,Passenger,957,913,714.956445426563,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,12,51,Night,1993,Sherry Jones,APAC,29,Mature (16-30yr),1.2770008660531462,0,Normal
868,2023-07-25,Tanker_737,737,Tanker,113,531,720.5295448688908,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,7,30,Day,1914,Todd Hardin,EMEA,109,Old (>30yr),0.7369579828910722,0,Normal
542,2024-04-08,Container_342,342,Container,506,452,283.78339642606187,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,4,15,Night,1936,Patricia Gallegos,APAC,88,Old (>30yr),1.5927640788447819,1,Normal
306,2024-07-30,Cargo_245,245,Cargo,761,391,927.9691405742816,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,7,31,Night,1970,David Dixon,LATAM,54,Old (>30yr),0.421350218346729,0,Normal
99,2023-11-22,Tanker_295,295,Tanker,961,218,539.5521608177156,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,4,11,47,Day,2013,Luke Jones,APAC,10,Modern (5-15yr),0.4040387859249997,1,Normal
619,2022-01-15,Cargo_537,537,Cargo,883,382,162.52061871435853,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,1,2,Day,1971,Sandra Lopez,LATAM,51,Old (>30yr),2.350470992676886,0,Normal
538,2022-06-10,Cargo_302,302,Cargo,803,799,950.3025160361452,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,6,23,Day,1940,Michael Stewart,EMEA,82,Old (>30yr),0.8407848937754572,0,Normal
760,2024-03-12,Passenger_786,786,Passenger,371,560,506.52591548053925,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,3,11,Day,1939,Isaac Moore,EMEA,85,Old (>30yr),1.1055702835435974,1,Normal
603,2022-02-09,Container_497,497,Container,45,395,155.51214631035637,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,2,6,Night,1975,Jason Melton,AMER,47,Old (>30yr),2.5399945237184016,0,Normal
128,2024-11-02,Passenger_472,472,Passenger,598,108,735.2321662942979,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,11,44,Day,1934,Nicole Miller,EMEA,90,Old (>30yr),0.1468923762467295,1,Normal
121,2023-06-30,Tanker_331,331,Tanker,761,415,233.79010650932364,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,26,Day,1992,David Dixon,LATAM,31,Old (>30yr),1.7750965008583444,0,Normal
781,2021-02-24,Passenger_910,910,Passenger,627,215,187.66693911037103,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,2,8,Day,1994,Matthew Jones,LATAM,27,Mature (16-30yr),1.1456466494269073,0,Pre-Suez
159,2024-11-24,Cargo_474,474,Cargo,45,398,267.5914758595364,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,11,47,Day,2021,Jason Melton,AMER,3,New (<5yr),1.4873418472003848,1,Normal
939,2021-11-21,Tanker_626,626,Tanker,883,149,578.276448121984,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,11,46,Night,1978,Sandra Lopez,LATAM,43,Old (>30yr),0.2576622314187164,1,Normal
106,2022-10-02,Container_130,130,Container,371,948,292.5894596025962,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,10,39,Night,1942,Isaac Moore,EMEA,80,Old (>30yr),3.240034693278432,1,Normal
729,2021-07-28,Passenger_747,747,Passenger,395,174,40.81347376007927,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,7,30,Night,1917,Shawn Martinez,APAC,104,Old (>30yr),4.263297974165433,0,Normal
976,2021-10-10,Passenger_545,545,Passenger,291,124,387.4970545880973,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,10,40,Night,1988,Matthew Ramirez,APAC,33,Old (>30yr),0.32000243235864045,1,Normal
441,2021-06-29,Tanker_948,948,Tanker,745,655,234.38760239670583,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,6,26,Day,1965,Angela Smith,LATAM,56,Old (>30yr),2.794516404888169,0,Post-Suez
56,2024-05-17,Passenger_634,634,Passenger,930,344,511.44734195469846,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,5,20,Day,1912,Regina White,EMEA,112,Old (>30yr),0.6726010124234253,1,Normal
877,2021-07-16,Cargo_919,919,Cargo,189,997,459.5616036748834,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,7,28,Night,1907,Sara Sanders,EMEA,114,Old (>30yr),2.1694588756490787,0,Normal
187,2022-07-23,Cargo_308,308,Cargo,169,404,78.08307491299904,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,7,29,Day,1959,Dale Davis,AMER,63,Old (>30yr),5.173976568547549,0,Normal
527,2023-07-21,Cargo_927,927,Cargo,598,651,245.3140474066024,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,7,29,Night,1904,Nicole Miller,EMEA,119,Old (>30yr),2.653741222250442,0,Normal
985,2022-04-24,Container_622,622,Container,812,834,281.48427840837496,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,4,16,Day,2015,Carlos Spears,APAC,7,Modern (5-15yr),2.9628652964768425,1,Normal
745,2024-10-29,Container_731,731,Container,737,985,484.7366321877346,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,10,44,Day,1910,John Juarez,LATAM,114,Old (>30yr),2.0320312817177753,1,Normal
46,2021-02-25,Cargo_995,995,Cargo,599,810,822.2188327381954,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,2,8,Night,1924,John Park,EMEA,97,Old (>30yr),0.9851391962192065,0,Pre-Suez
821,2022-07-25,Cargo_326,326,Cargo,733,577,218.6026985971084,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,7,30,Night,1963,Terry Flores,EMEA,59,Old (>30yr),2.6394916609123342,0,Normal
161,2021-11-06,Container_113,113,Container,627,815,158.1866718185554,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,11,44,Night,1986,Matthew Jones,LATAM,35,Old (>30yr),5.1521407627491405,1,Normal
750,2022-01-02,Cargo_954,954,Cargo,215,283,1.021577517613781,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,1,52,Night,1929,Franklin Hall,AMER,93,Old (>30yr),277.02254123704336,0,Normal
621,2023-09-07,Passenger_379,379,Passenger,563,871,606.50318917313,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,9,36,Night,1969,Deborah Morgan,LATAM,54,Old (>30yr),1.436101269619817,1,Normal
288,2023-04-06,Container_702,702,Container,272,873,325.6398560058338,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,4,14,Night,1907,Lauren Little,LATAM,116,Old (>30yr),2.680875770883403,1,Normal
424,2024-09-04,Cargo_505_2,505,Cargo,778,384,670.1553525144845,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,9,36,Day,1976,Shannon Gray,APAC,48,Old (>30yr),0.5730014668377962,1,Normal
117,2024-01-10,Passenger_849,849,Passenger,350,67,690.1423944245859,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,2,Night,1941,Jason Gonzalez,EMEA,83,Old (>30yr),0.097081414706978,0,Normal
987,2023-09-17,Tanker_630,630,Tanker,529,685,44.70352436649028,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,3,9,37,Night,1916,Tara Walker,APAC,107,Old (>30yr),15.323176633327716,1,Normal
238,2024-02-14,Passenger_648,648,Passenger,197,102,418.4116971550834,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,2,7,Day,2001,Tammy Strong,EMEA,23,Mature (16-30yr),0.2437790355612212,0,Normal
308,2024-07-09,Tanker_519,519,Tanker,328,17,967.9826973607484,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,7,28,Night,1910,John Anderson,EMEA,114,Old (>30yr),0.017562297390595227,0,Normal
503,2021-05-08,Tanker_917,917,Tanker,761,948,275.14379708075995,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,2,5,18,Day,1961,David Dixon,LATAM,60,Old (>30yr),3.445471095689444,1,Post-Suez
673,2021-12-25,Passenger_959,95,Passenger,961,568,529.5504347304534,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,4,12,51,Day,2000,Luke Jones,APAC,21,Mature (16-30yr),1.0726079382582658,0,Normal
505,2023-10-21,Tanker_412,412,Tanker,737,650,537.8135706371125,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,4,10,42,Night,1959,John Juarez,LATAM,64,Old (>30yr),1.208597245380007,1,Normal
505,2024-05-10,Passenger_82,82,Passenger,387,881,260.5512573894202,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,5,19,Night,1983,Daniel Wong,AMER,41,Old (>30yr),3.3812924521153107,1,Normal
583,2023-02-06,Passenger_849,849,Passenger,627,929,779.2563689106838,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,6,Day,1941,Matthew Jones,LATAM,82,Old (>30yr),1.1921622165227108,0,Normal
858,2023-12-23,Tanker_891,891,Tanker,197,957,3.682863448861817,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,4,12,51,Day,1993,Tammy Strong,EMEA,30,Old (>30yr),259.85215397974076,0,Normal
395,2024-01-01,Container_53_2,53,Container,803,133,226.79050683584688,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,1,1,Night,2015,Michael Stewart,EMEA,9,Modern (5-15yr),0.586444299876567,0,Normal
832,2022-12-18,Cargo_652_2,652,Cargo,957,324,592.5272735967901,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,12,50,Day,1981,Sherry Jones,APAC,41,Old (>30yr),0.5468102726027078,0,Normal
787,2024-04-11,Tanker_533,533,Tanker,425,769,917.293666704228,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,4,15,Night,1966,Michelle Love,EMEA,58,Old (>30yr),0.8383356692769538,1,Normal
961,2023-05-08,Container_330,330,Container,110,28,9.53115312394026,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,5,19,Day,1957,Steven Lynn,EMEA,66,Old (>30yr),2.9377347773030595,1,Normal
914,2021-03-02,Container_764_2,764,Container,197,235,600.8678616936128,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,3,9,Day,1964,Tammy Strong,EMEA,57,Old (>30yr),0.3911009640915499,1,Pre-Suez
798,2022-12-27,Container_42,42,Container,154,515,3.366713024695267,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,12,52,Day,1999,Andrew Baldwin,EMEA,23,Mature (16-30yr),152.96819070185362,0,Normal
246,2024-09-16,Tanker_935,935,Tanker,895,343,622.8174586925861,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,3,9,38,Night,1957,John Bridges,AMER,67,Old (>30yr),0.550723161678902,1,Normal
775,2021-09-26,Passenger_358,358,Passenger,705,172,411.5954108978379,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,9,38,Day,1954,Mercedes Miller,EMEA,67,Old (>30yr),0.4178860974781182,1,Normal
737,2024-06-04,Tanker_501_2,501,Tanker,425,899,434.4542985291705,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,6,23,Day,2002,Michelle Love,EMEA,22,Mature (16-30yr),2.069262527827512,0,Normal
289,2024-12-09,Passenger_837,837,Passenger,154,448,967.509624006101,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,4,12,50,Night,2020,Andrew Baldwin,EMEA,4,New (<5yr),0.46304448956796623,0,Normal
678,2024-03-17,Passenger_887,887,Passenger,529,411,682.2463436546902,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,1,3,11,Day,1986,Tara Walker,APAC,38,Old (>30yr),0.6024216968292352,1,Normal
253,2022-01-29,Passenger_293,293,Passenger,291,658,196.414632682566,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,1,4,Night,1967,Matthew Ramirez,APAC,55,Old (>30yr),3.3500559047625624,0,Normal
523,2023-02-22,Passenger_239,239,Passenger,131,671,997.3372148340608,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,8,Night,2016,Scott Ray,APAC,7,Modern (5-15yr),0.6727914992239035,0,Normal
797,2024-06-07,Container_473,473,Container,895,493,256.6777318653548,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,6,23,Night,1951,John Bridges,AMER,73,Old (>30yr),1.920696417321517,0,Normal
188,2023-02-08,Passenger_956,956,Passenger,629,888,685.9068226598829,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,1,2,6,Night,1980,Elizabeth Welch,AMER,43,Old (>30yr),1.2946364880238668,0,Normal
337,2022-04-25,Passenger_118_2,118,Passenger,895,296,680.2949954461416,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,2,4,17,Night,1963,John Bridges,AMER,59,Old (>30yr),0.43510536161725166,1,Normal
796,2023-06-24,Cargo_106,106,Cargo,812,871,849.725017388249,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2023,2,6,25,Day,2007,Carlos Spears,APAC,16,Mature (16-30yr),1.0250374911605435,0,Normal
454,2021-03-06,Tanker_301_2,301,Tanker,197,869,398.8668752400705,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,1,3,9,Day,1939,Tammy Strong,EMEA,82,Old (>30yr),2.178671767308241,1,Pre-Suez
961,2022-02-21,Container_764_2,764,Container,197,8,695.9645131253709,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,2,8,Day,1964,Tammy Strong,EMEA,58,Old (>30yr),0.011494838959639429,0,Normal
7,2022-03-30,Passenger_379,379,Passenger,930,755,625.941073879665,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,1,3,13,Night,1969,Regina White,EMEA,53,Old (>30yr),1.206183827050062,1,Normal
722,2022-11-10,Cargo_31,31,Cargo,728,158,436.4199510351299,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,4,11,45,Night,1922,Courtney Mclaughlin,EMEA,100,Old (>30yr),0.362036610895641,1,Normal
815,2021-07-18,Passenger_892,892,Passenger,197,486,915.9574224045834,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2021,3,7,28,Day,2018,Tammy Strong,EMEA,3,New (<5yr),0.5305923486313877,0,Normal
918,2024-06-13,Tanker_556,556,Tanker,598,919,251.92959335424447,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2024,2,6,24,Day,2013,Nicole Miller,EMEA,11,Modern (5-15yr),3.6478445734152842,0,Normal
156,2022-07-26,Cargo_25,25,Cargo,387,195,224.2735763327436,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",2022,3,7,30,Day,1993,Daniel Wong,AMER,29,Mature (16-30yr),0.8694738060032902,0,Normal
